dataset,strategy,task_id,run_id,ts_unix,pipeline_config,trigger_policy,verifier_invoked,verifier_decision,repair_attempted,origin_stage,run_total_tokens,end_to_end_latency_s,parse_error_type,parse_error_text,planner,executor,critic,verifier,planner_total_tokens,executor_total_tokens,critic_total_tokens,verifier_total_tokens,planner_latency_s,executor_latency_s,critic_latency_s,verifier_latency_s,planner_error,executor_repair,executor_harm,verifier_repair,verifier_harm,run_index_for_task,run_count_for_task,is_latest_for_task,has_boolean_result,passed,error_type,error
mbpp,agentic_plus_verifier,MBPP/11,run-a196c992,1774029027.072549,mbpp,critic_fail,0,,0,,2741,20.051861,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1706,765,270,,14.561305,2.961747,2.017254,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/167,run-a196c992,1774029046.805624,mbpp,critic_fail,0,,0,,2294,19.697271,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1347,654,293,,13.530538,3.776145,1.884751,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/455,run-a196c992,1774029078.670916,mbpp,critic_fail,1,REJECT,1,,4123,31.834052,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,google/gemini-3-pro-preview,1450,1362,229,1082,13.497563,5.403102,1.679916,9.755346,0,1,0,1,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/558,run-a196c992,1774029101.617438,mbpp,critic_fail,0,,0,,2442,22.913419,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1710,470,262,,16.841734,4.089378,1.477176,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/251,run-a196c992,1774029120.168843,mbpp,critic_fail,0,,0,,2498,18.515821,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1592,669,237,,13.522081,3.072401,1.407627,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/84,run-a196c992,1774029144.91703,mbpp,critic_fail,0,,0,,2756,24.71497,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1700,662,394,,16.385117,4.723873,3.111897,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/87,run-a196c992,1774029167.855018,mbpp,critic_fail,0,,0,,2889,22.906221,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1708,640,541,,16.626687,4.032231,1.768526,,0,0,0,0,0,1,1,1,1,False,AssertionError,AssertionError:
mbpp,agentic_plus_verifier,MBPP/281,run-a196c992,1774029188.173316,mbpp,critic_fail,0,,0,,2342,20.286528,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1544,606,192,,14.978106,3.018415,1.803096,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/744,run-a196c992,1774029205.193347,mbpp,critic_fail,0,,0,,2076,16.989701,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1301,575,200,,12.480012,2.33395,1.708311,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/131,run-a196c992,1774029227.421436,mbpp,critic_fail,0,,0,,2702,22.190653,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1566,849,287,,15.22416,3.864491,2.537727,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/796,run-a196c992,1774029263.183588,mbpp,critic_fail,1,REJECT,1,,4289,35.655922,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,google/gemini-3-pro-preview,1579,1226,239,1245,15.287088,5.181439,2.134279,11.513809,0,1,0,1,0,1,1,1,1,False,AssertionError,AssertionError:
mbpp,agentic_plus_verifier,MBPP/557,run-a196c992,1774029279.306383,mbpp,critic_fail,0,,0,,2029,16.086854,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1225,574,230,,11.525496,2.617926,1.450078,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/89,run-a196c992,1774029343.986874,mbpp,critic_fail,1,REJECT,1,,5091,64.643696,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,google/gemini-3-pro-preview,1698,1146,467,1780,34.389669,11.178639,1.85502,15.833651,0,1,0,1,0,1,1,1,1,False,AssertionError,AssertionError:
mbpp,agentic_plus_verifier,MBPP/287,run-a196c992,1774029365.328404,mbpp,critic_fail,0,,0,,2577,21.311336,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1708,639,230,,15.306478,3.337656,2.135499,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/172,run-a196c992,1774029383.498843,mbpp,critic_fail,0,,0,,2214,18.148067,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1429,577,208,,14.124612,2.021283,1.413784,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/428,run-a196c992,1774029412.394746,mbpp,critic_fail,0,,0,,2946,28.860195,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1701,845,400,,17.493493,8.840929,2.033177,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/724,run-a196c992,1774029461.935767,mbpp,critic_fail,1,REJECT,1,,5615,49.512117,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,google/gemini-3-pro-preview,1715,1482,367,2051,21.018345,5.345942,6.229717,15.36167,0,1,0,1,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/722,run-a196c992,1774029504.319023,mbpp,critic_fail,1,REJECT,1,,4189,42.351157,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,google/gemini-3-pro-preview,1746,1443,454,546,23.661548,5.526441,2.006885,4.859933,0,1,0,1,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/282,run-a196c992,1774029549.964932,mbpp,critic_fail,1,REJECT,1,,4530,45.612752,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,google/gemini-3-pro-preview,1561,1438,358,1173,14.789941,5.661585,3.053842,20.579843,0,1,0,1,0,1,1,1,1,False,AssertionError,AssertionError:
mbpp,agentic_plus_verifier,MBPP/730,run-a196c992,1774029570.256499,mbpp,critic_fail,0,,0,,2751,20.262615,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1559,772,420,,14.828551,3.114823,1.766902,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/103,run-a196c992,1774029629.69436,mbpp,critic_fail,1,REJECT,1,,5398,59.408324,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,google/gemini-3-pro-preview,1704,1478,640,1576,16.859749,13.303926,2.076561,25.524523,0,1,0,1,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/425,run-a196c992,1774029652.444265,mbpp,critic_fail,0,,0,,2430,22.717047,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1708,375,347,,17.218143,3.357612,1.618178,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/433,run-a196c992,1774029683.779887,mbpp,critic_fail,1,REJECT,1,,3875,31.299325,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,google/gemini-3-pro-preview,1643,1320,319,593,16.405077,6.016798,2.228988,5.146171,0,1,0,1,0,1,1,1,1,False,AssertionError,AssertionError:
mbpp,agentic_plus_verifier,MBPP/234,run-a196c992,1774029705.852844,mbpp,critic_fail,0,,0,,1798,22.036877,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1177,457,164,,10.95261,8.64176,1.864595,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/62,run-a196c992,1774029726.841449,mbpp,critic_fail,0,,0,,2164,20.955817,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1326,597,241,,15.410625,3.186649,1.785893,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/106,run-a196c992,1774029749.4325,mbpp,critic_fail,0,,0,,2396,22.557986,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1706,359,331,,17.607771,2.699495,1.715381,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/606,run-a196c992,1774029772.828707,mbpp,critic_fail,0,,0,,2027,23.361749,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1234,556,237,,16.555418,4.844597,1.481267,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/145,run-a196c992,1774029792.624099,mbpp,critic_fail,0,,0,,2632,19.765796,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1586,789,257,,14.523722,2.910043,1.826047,,0,0,0,0,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/476,run-a196c992,1774029820.868572,mbpp,critic_fail,1,REJECT,1,,3722,28.210079,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,google/gemini-3-pro-preview,1420,1285,242,775,12.855405,4.919841,2.118106,6.629168,0,1,0,1,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/311,run-a196c992,1774029885.028577,mbpp,critic_fail,0,,0,,2616,64.124879,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1704,507,405,,54.193758,7.215037,2.176885,,0,0,0,0,0,1,1,1,1,False,AssertionError,AssertionError:
mbpp,agentic_plus_verifier,MBPP/434,run-a196c992,1774029918.337818,mbpp,critic_fail,1,REJECT,1,,3358,33.277248,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,google/gemini-3-pro-preview,1708,659,196,795,16.456531,5.382415,1.820804,8.144192,0,1,0,1,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/249,run-a196c992,1774029950.057373,mbpp,critic_fail,1,REJECT,1,,3817,31.688858,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,google/gemini-3-pro-preview,1413,1354,423,627,14.380492,7.450249,1.866188,6.341071,0,1,0,1,0,1,1,1,1,True,,
mbpp,agentic_plus_verifier,MBPP/102,run-a196c992,1774029982.874588,mbpp,critic_fail,1,REJECT,1,,3253,32.781369,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,google/gemini-3-pro-preview,1702,699,278,574,16.973358,7.313498,1.708247,5.096486,0,1,0,1,0,1,1,1,1,True,,
