dataset,strategy,task_id,run_id,ts_unix,pipeline_config,trigger_policy,verifier_invoked,verifier_decision,repair_attempted,origin_stage,run_total_tokens,end_to_end_latency_s,parse_error_type,parse_error_text,architect,developer,qa,verifier,architect_total_tokens,developer_total_tokens,qa_total_tokens,verifier_total_tokens,architect_latency_s,developer_latency_s,qa_latency_s,verifier_latency_s,architect_error,developer_repair,developer_harm,verifier_repair,verifier_harm,run_index_for_task,run_count_for_task,is_latest_for_task,has_boolean_result,passed,error_type,error
bigcodebench,agentic,BigCodeBench/107,run-d2e3d922,1771533856.40975,bigcodebench_no_security_no_verifier,always,0,,0,,5469,40.59518,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,2066,1996,1407,,19.845876,10.199904,10.398224,,0,0,0,0,0,1,1,1,1,True,,
bigcodebench,agentic,BigCodeBench/37,run-d2e3d922,1771533901.354837,bigcodebench_no_security_no_verifier,always,0,,0,,6064,44.89211,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,2053,1776,2235,,19.050702,7.232306,18.35103,,0,0,0,0,0,1,1,1,1,False,AssertionError,"======================================================================
FAIL: test_case_2 (builtins.TestCases.test_case_2)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 28, in test_case_2
  File ""<string>"", line 79, in _validate_results
AssertionError: Lists differ: [np.float64(0.36635802469135803), np.float64(0.34861111[37 chars]309)] != [np.float64(0.4042145593869732), np.float64(0.333333333[133 chars]309)]

First differing element 0:
np.float64(0.36635802469135803)
np.float64(0.4042145593869732)

Second list contains 3 additional elements.
First extra element 3:
np.float64(0.36635802469135803)

+ [np.float64(0.4042145593869732),
+  np.float64(0.3333333333333334),
+  np.float64(0.2624521072796934),
- [np.float64(0.36635802469135803),
? ^

+  np.float64(0.36635802469135803),
? ^

   np.float64(0.3486111111111111),
   np.float64(0.2850308641975309)]

======================================================================
FAIL: test_case_3 (builtins.TestCases.test_case_3)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 41, in test_case_3
  File ""<string>"", line 79, in _validate_results
AssertionError: Lists differ: [np.float64(0.4418367346938775), np.float64(0.2571428571[68 chars]899)] != [np.float64(0.4042145593869732), np.float64(0.3333333333[261 chars]899)]

First differing element 0:
np.float64(0.4418367346938775)
np.float64(0.4042145593869732)

Second list contains 6 additional elements.
First extra element 4:
np.float64(0.3486111111111111)

- [np.float64(0.4418367346938775),
?                  ----- ^    ^^

+ [np.float64(0.4042145593869732),
?                + +  ^^   ++ ^^

+  np.float64(0.3333333333333334),
+  np.float64(0.2624521072796934),
+  np.float64(0.36635802469135803),
+  np.float64(0.3486111111111111),
+  np.float64(0.2850308641975309),
+  np.float64(0.4418367346938775),
   np.float64(0.2571428571428571),
   np.float64(0.1877551020408163),
   np.float64(0.11326530612244899)]

======================================================================
FAIL: test_case_4 (builtins.TestCases.test_case_4)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 51, in test_case_4
  File ""<string>"", line 79, in _validate_results
AssertionError: Lists differ: [np.float64(1.0)] != [np.float64(0.4042145593869732), np.float64(0.3333333[281 chars]1.0)]

First differing element 0:
np.float64(1.0)
np.float64(0.4042145593869732)

Second list contains 10 additional elements.
First extra element 1:
np.float64(0.3333333333333334)

+ [np.float64(0.4042145593869732),
+  np.float64(0.3333333333333334),
+  np.float64(0.2624521072796934),
+  np.float64(0.36635802469135803),
+  np.float64(0.3486111111111111),
+  np.float64(0.2850308641975309),
+  np.float64(0.4418367346938775),
+  np.float64(0.2571428571428571),
+  np.float64(0.1877551020408163),
+  np.float64(0.11326530612244899),
- [np.float64(1.0)]
? ^

+  np.float64(1.0)]
? ^


======================================================================
FAIL: test_case_5 (builtins.TestCases.test_case_5)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 68, in test_case_5
  File ""<string>"", line 79, in _validate_results
AssertionError: Lists differ: [np.float64(0.3180076628352491), np.float64(0.148148148[187 chars]0.0)] != [np.float64(0.4042145593869732), np.float64(0.333333333[526 chars]0.0)]

First differing element 0:
np.float64(0.3180076628352491)
np.float64(0.4042145593869732)

Second list contains 11 additional elements.
First extra element 8:
np.float64(0.1877551020408163)

Diff is 678 characters long. Set self.maxDiff to None to see it.

----------------------------------------------------------------------
Ran 5 tests in 0.649s

FAILED (failures=4)"
bigcodebench,agentic,BigCodeBench/908,run-d2e3d922,1771533950.724051,bigcodebench_no_security_no_verifier,always,0,,0,,5842,49.330266,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1838,1631,2373,,17.239749,6.301218,25.546677,,0,0,0,0,0,1,1,1,1,True,,
bigcodebench,agentic,BigCodeBench/458,run-d2e3d922,1771534031.689257,bigcodebench_no_security_no_verifier,always,0,,0,,6136,50.659848,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,2068,1521,2547,,17.790732,10.285635,22.282922,,0,0,0,0,0,1,1,1,1,True,,
bigcodebench,agentic,BigCodeBench/304,run-d2e3d922,1771534079.636978,bigcodebench_no_security_no_verifier,always,0,,0,,5930,47.89211,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1982,1922,2026,,17.735207,9.209555,20.716912,,0,0,0,0,0,1,1,1,1,True,,
bigcodebench,agentic,BigCodeBench/798,run-d2e3d922,1771534129.20019,bigcodebench_no_security_no_verifier,always,0,,0,,5257,49.532439,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1897,899,2461,,17.953103,6.635491,24.544264,,0,0,0,0,0,1,1,1,1,False,AssertionError,"======================================================================
ERROR: test_no_backups_in_backup_directory (builtins.TestCases.test_no_backups_in_backup_directory)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""C:\Python314\Lib\unittest\mock.py"", line 1432, in patched
    return func(*newargs, **newkeywargs)
  File ""<string>"", line 27, in test_no_backups_in_backup_directory
  File ""<string>"", line 48, in task_func
  File ""C:\Python314\Lib\shutil.py"", line 852, in rmtree
    _rmtree_impl(path, dir_fd, onexc)
    ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Python314\Lib\shutil.py"", line 675, in _rmtree_unsafe
    onexc(os.lstat, path, err)
    ~~~~~^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Python314\Lib\shutil.py"", line 673, in _rmtree_unsafe
    st = os.lstat(path)
FileNotFoundError: [WinError 3] The system cannot find the path specified: '/tmp/my_data'

======================================================================
FAIL: test_directory_does_not_exist (builtins.TestCases.test_directory_does_not_exist)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""C:\Python314\Lib\unittest\mock.py"", line 1432, in patched
    return func(*newargs, **newkeywargs)
  File ""<string>"", line 37, in test_directory_does_not_exist
AssertionError: 'Backup directory /tmp/backup does not exist. Cannot rollback update.' != '/tmp/nonexistent'
- Backup directory /tmp/backup does not exist. Cannot rollback update.
+ /tmp/nonexistent


======================================================================
FAIL: test_successful_rollback (builtins.TestCases.test_successful_rollback)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""C:\Python314\Lib\unittest\mock.py"", line 1432, in patched
    return func(*newargs, **newkeywargs)
  File ""<string>"", line 14, in test_successful_rollback
AssertionError: 'Backup directory /tmp/backup does not exist. Cannot rollback update.' != '/tmp/my_data'
- Backup directory /tmp/backup does not exist. Cannot rollback update.
+ /tmp/my_data


----------------------------------------------------------------------
Ran 5 tests in 0.005s

FAILED (failures=2, errors=1)"
bigcodebench,agentic,BigCodeBench/328,run-d2e3d922,1771534166.612341,bigcodebench_no_security_no_verifier,always,0,,0,,4718,37.377424,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1931,1516,1271,,21.224944,5.708661,10.181664,,0,0,0,0,0,1,1,1,1,True,,
bigcodebench,agentic,BigCodeBench/510,run-d2e3d922,1771534204.790588,bigcodebench_no_security_no_verifier,always,0,,0,,4339,38.146881,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1936,1107,1296,,18.960352,5.503533,13.417288,,0,0,0,0,0,1,1,1,1,True,,
bigcodebench,agentic,BigCodeBench/89,run-d2e3d922,1771534257.656125,bigcodebench_no_security_no_verifier,always,0,,0,,6123,52.83198,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,2109,1521,2493,,20.490479,9.172105,22.805523,,0,0,0,0,0,1,1,1,1,False,TimeoutError,Timeout after 30.0s
bigcodebench,agentic,BigCodeBench/49,run-d2e3d922,1771534306.297006,bigcodebench_no_security_no_verifier,always,0,,0,,5211,48.598977,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,2087,1106,2018,,20.559408,6.104456,21.668571,,0,0,0,0,0,1,1,1,1,False,AssertionError,"======================================================================
ERROR: test_case_1 (builtins.TestCases.test_case_1)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 14, in test_case_1
  File ""<string>"", line 50, in assert_function_output
TypeError: 'Axes' object is not subscriptable

======================================================================
ERROR: test_case_2 (builtins.TestCases.test_case_2)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 17, in test_case_2
  File ""<string>"", line 50, in assert_function_output
TypeError: 'Axes' object is not subscriptable

======================================================================
ERROR: test_case_4 (builtins.TestCases.test_case_4)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 28, in test_case_4
  File ""<string>"", line 50, in assert_function_output
TypeError: 'Axes' object is not subscriptable

======================================================================
ERROR: test_case_5 (builtins.TestCases.test_case_5)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 31, in test_case_5
  File ""<string>"", line 50, in assert_function_output
TypeError: 'Axes' object is not subscriptable

----------------------------------------------------------------------
Ran 5 tests in 0.325s

FAILED (errors=4)"
bigcodebench,agentic,BigCodeBench/157,run-d2e3d922,1771534366.26489,bigcodebench_no_security_no_verifier,always,0,,0,,5799,59.931407,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1946,1368,2485,,26.814588,6.180565,26.675853,,0,0,0,0,0,1,1,1,1,False,AssertionError,"======================================================================
FAIL: test_correlation_calculation (builtins.TestCases.test_correlation_calculation)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 32, in test_correlation_calculation
  File ""C:\Users\jbeem\AppData\Roaming\Python\Python314\site-packages\numpy\testing\_private\utils.py"", line 1222, in assert_array_almost_equal
    assert_array_compare(compare, actual, desired, err_msg=err_msg,
    ~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
                         verbose=verbose,
                         ^^^^^^^^^^^^^^^^
             header=('Arrays are not almost equal to %d decimals' % decimal),
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
             precision=decimal)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\jbeem\AppData\Roaming\Python\Python314\site-packages\numpy\testing\_private\utils.py"", line 842, in assert_array_compare
    raise AssertionError(msg)
AssertionError: 
Arrays are not almost equal to 6 decimals

(shapes (9, 9), (64,) mismatch)
 ACTUAL: MaskedArray([[ 1., inf, inf, inf, -1.,  1., -1., inf,  1.],
             [inf, inf, inf, inf, inf, inf, inf, inf, inf],
             [inf, inf, inf, inf, inf, inf, inf, inf, inf],...
 DESIRED: array([ 1., nan, nan, nan, -1.,  1., -1., nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, -1., nan, nan, nan,  1., -1.,  1.,...

----------------------------------------------------------------------
Ran 5 tests in 0.318s

FAILED (failures=1)"
bigcodebench,agentic,BigCodeBench/611,run-d2e3d922,1771534444.393401,bigcodebench_no_security_no_verifier,always,0,,0,,5536,78.092674,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,2004,1220,2312,,20.203216,8.006692,49.731888,,0,0,0,0,0,1,1,1,1,False,AssertionError,"======================================================================
FAIL: test_more_plots_than_data (builtins.TestCases.test_more_plots_than_data)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 27, in test_more_plots_than_data
AssertionError: False is not true

----------------------------------------------------------------------
Ran 5 tests in 0.956s

FAILED (failures=1)"
bigcodebench,agentic,BigCodeBench/1071,run-d2e3d922,1771534501.331,bigcodebench_no_security_no_verifier,always,0,,0,,6396,56.908329,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,2104,1788,2504,,19.595904,6.536479,30.632335,,0,0,0,0,0,1,1,1,1,False,AssertionError,"======================================================================
FAIL: test_color_cycle (builtins.TestCases.test_color_cycle)
Check that the colors of the plotted lines follow the specified cycle.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 39, in test_color_cycle
AssertionError: Lists differ: ['b', 'g', 'r', 'c', 'm', 'y', 'k', 'b'] != [(0.0, 0.0, 1.0, 1), (0.0, 0.5, 0.0, 1), ([119 chars], 1)]

First differing element 0:
'b'
(0.0, 0.0, 1.0, 1)

- ['b', 'g', 'r', 'c', 'm', 'y', 'k', 'b']
+ [(0.0, 0.0, 1.0, 1),
+  (0.0, 0.5, 0.0, 1),
+  (1.0, 0.0, 0.0, 1),
+  (0.0, 0.75, 0.75, 1),
+  (0.75, 0.0, 0.75, 1),
+  (0.75, 0.75, 0.0, 1),
+  (0.0, 0.0, 0.0, 1),
+  (0.0, 0.0, 1.0, 1)] : The colors of the plotted lines should follow the specified cycle.

======================================================================
FAIL: test_y_values (builtins.TestCases.test_y_values)
Check that the y-values are shuffled.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 49, in test_y_values
AssertionError: False is not true : The y-values should be shuffled numbers from the range [1, len(list)].

----------------------------------------------------------------------
Ran 5 tests in 0.421s

FAILED (failures=2)"
bigcodebench,agentic,BigCodeBench/499,run-d2e3d922,1771534531.532185,bigcodebench_no_security_no_verifier,always,0,,0,,4876,30.162828,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1970,1659,1247,,16.992177,6.1439,6.905477,,0,0,0,0,0,1,1,1,1,True,,
bigcodebench,agentic,BigCodeBench/617,run-d2e3d922,1771534581.003118,bigcodebench_no_security_no_verifier,always,0,,0,,5419,49.440831,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,2076,1686,1657,,23.690118,8.249774,17.368406,,0,0,0,0,0,1,1,1,1,False,AssertionError,"======================================================================
ERROR: test_no_teams (builtins.TestCases.test_no_teams)
Test function with no teams.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 27, in test_no_teams
  File ""<string>"", line 67, in task_func
  File ""C:\Users\jbeem\AppData\Roaming\Python\Python314\site-packages\pandas\core\frame.py"", line 4113, in __getitem__
    indexer = self.columns.get_loc(key)
  File ""C:\Users\jbeem\AppData\Roaming\Python\Python314\site-packages\pandas\core\indexes\range.py"", line 417, in get_loc
    raise KeyError(key)
KeyError: 'Goals'

======================================================================
FAIL: test_dataframe_structure (builtins.TestCases.test_dataframe_structure)
Test if the DataFrame contains the expected structure.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""<string>"", line 9, in test_dataframe_structure
AssertionError: Lists differ: ['Team', 'Goals', 'Penalties', 'Penalty Cost'] != ['Team', 'Match Result', 'Goals', 'Penalty Cost']

First differing element 1:
'Goals'
'Match Result'

- ['Team', 'Goals', 'Penalties', 'Penalty Cost']
+ ['Team', 'Match Result', 'Goals', 'Penalty Cost']

----------------------------------------------------------------------
Ran 5 tests in 0.563s

FAILED (failures=1, errors=1)"
bigcodebench,agentic,BigCodeBench/375,run-d2e3d922,1771534611.524177,bigcodebench_no_security_no_verifier,always,0,,0,,4649,30.492561,SyntaxError,"invalid syntax (<unknown>, line 1)",google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1791,1465,1393,,16.108296,5.062182,8.732907,,0,0,1,0,0,1,1,1,1,True,,
bigcodebench,agentic,BigCodeBench/1042,run-d2e3d922,1771534661.485312,bigcodebench_no_security_no_verifier,always,0,,0,,6008,49.932981,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1964,1410,2634,,18.964598,6.471088,24.006111,,0,0,0,0,0,1,1,1,1,False,AssertionError,"======================================================================
ERROR: test_email_with_empty_message (builtins.TestCases.test_email_with_empty_message)
Test behavior when an empty message is received.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""C:\Python314\Lib\unittest\mock.py"", line 1432, in patched
    return func(*newargs, **newkeywargs)
  File ""<string>"", line 45, in test_email_with_empty_message
  File ""<string>"", line 46, in task_func
EOFError: EOF when reading a line

======================================================================
ERROR: test_smtp_server_connection_error (builtins.TestCases.test_smtp_server_connection_error)
Test behavior when there is a network error (e.g., SMTP server unreachable).
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""C:\Python314\Lib\unittest\mock.py"", line 1432, in patched
    return func(*newargs, **newkeywargs)
  File ""<string>"", line 67, in test_smtp_server_connection_error
  File ""<string>"", line 46, in task_func
EOFError: EOF when reading a line

======================================================================
ERROR: test_socket_closes_after_operation (builtins.TestCases.test_socket_closes_after_operation)
Test if the socket is properly closed after the operation.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""C:\Python314\Lib\unittest\mock.py"", line 1432, in patched
    return func(*newargs, **newkeywargs)
  File ""<string>"", line 83, in test_socket_closes_after_operation
  File ""<string>"", line 46, in task_func
EOFError: EOF when reading a line

======================================================================
ERROR: test_successful_email_dispatch (builtins.TestCases.test_successful_email_dispatch)
Test if the email is successfully composed and sent with valid inputs.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""C:\Python314\Lib\unittest\mock.py"", line 1432, in patched
    return func(*newargs, **newkeywargs)
  File ""<string>"", line 102, in test_successful_email_dispatch
  File ""<string>"", line 46, in task_func
EOFError: EOF when reading a line

======================================================================
ERROR: test_successful_email_send (builtins.TestCases.test_successful_email_send)
Test if the email is successfully sent with valid inputs.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""C:\Python314\Lib\unittest\mock.py"", line 1432, in patched
    return func(*newargs, **newkeywargs)
  File ""<string>"", line 23, in test_successful_email_send
  File ""<string>"", line 46, in task_func
EOFError: EOF when reading a line

----------------------------------------------------------------------
Ran 5 tests in 0.006s

FAILED (errors=5)"
bigcodebench,agentic,BigCodeBench/1127,run-d2e3d922,1771534726.669297,bigcodebench_no_security_no_verifier,always,0,,0,,5652,65.144814,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1882,1167,2603,,18.257538,5.962948,40.593991,,0,0,0,0,0,1,1,1,1,True,,
