dataset,strategy,task_id,run_id,ts_unix,pipeline_config,trigger_policy,verifier_invoked,verifier_decision,repair_attempted,origin_stage,run_total_tokens,end_to_end_latency_s,parse_error_type,parse_error_text,architect,developer,qa,verifier,architect_total_tokens,developer_total_tokens,qa_total_tokens,verifier_total_tokens,architect_latency_s,developer_latency_s,qa_latency_s,verifier_latency_s,architect_error,developer_repair,developer_harm,verifier_repair,verifier_harm,run_index_for_task,run_count_for_task,is_latest_for_task,has_boolean_result,passed,error_type,error
humaneval,agentic,HumanEval/10,run-54dbbca7,1771854695.588477,humaneval_no_security_no_verifier,always,0,,0,,3592,39.255362,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1825,961,806,,15.364403,4.242987,19.453886,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/11,run-54dbbca7,1771854720.301493,humaneval_no_security_no_verifier,always,0,,0,,2809,24.62133,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1761,598,450,,16.348715,2.501757,5.453899,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/12,run-54dbbca7,1771854746.997256,humaneval_no_security_no_verifier,always,0,,0,,3095,26.602761,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1644,973,478,,15.822679,3.283232,7.275931,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/13,run-54dbbca7,1771854773.448696,humaneval_no_security_no_verifier,always,0,,0,,3053,26.398239,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1746,896,411,,16.246753,3.914392,6.069072,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/14,run-54dbbca7,1771854795.81473,humaneval_no_security_no_verifier,always,0,,0,,2679,22.321878,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1528,809,342,,15.620847,1.892828,4.700294,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/15,run-54dbbca7,1771854819.353712,humaneval_no_security_no_verifier,always,0,,0,,2749,23.494745,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1527,853,369,,15.351934,2.194261,5.745068,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/16,run-54dbbca7,1771854846.171059,humaneval_no_security_no_verifier,always,0,,0,,3188,26.732514,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1683,902,603,,16.059654,3.222982,7.247697,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/17,run-54dbbca7,1771854870.436717,humaneval_no_security_no_verifier,always,0,,0,,3672,24.224422,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1851,1053,768,,15.290391,3.572985,5.123978,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/18,run-54dbbca7,1771854897.423913,humaneval_no_security_no_verifier,always,0,,0,,2957,26.84964,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1770,588,599,,18.05717,3.617496,4.873671,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/19,run-54dbbca7,1771854926.380789,humaneval_no_security_no_verifier,always,0,,0,,3474,28.910992,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1783,1054,637,,18.718745,3.424655,6.570096,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/20,run-54dbbca7,1771854960.784173,humaneval_no_security_no_verifier,always,0,,0,,4127,34.287781,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1846,1153,1128,,17.263459,4.002102,12.769221,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/21,run-54dbbca7,1771855002.674611,humaneval_no_security_no_verifier,always,0,,0,,3445,41.844902,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1805,701,939,,18.183265,2.61614,20.895741,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/22,run-54dbbca7,1771855044.285675,humaneval_no_security_no_verifier,always,0,,0,,2606,41.568177,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1774,428,404,,16.813684,17.704774,6.986229,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/23,run-54dbbca7,1771855062.333138,humaneval_no_security_no_verifier,always,0,,0,,1973,18.009234,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1186,515,272,,11.162132,2.007818,4.733285,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/24,run-54dbbca7,1771855088.940396,humaneval_no_security_no_verifier,always,0,,0,,2673,26.562392,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1539,720,414,,17.58871,1.994309,6.826719,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/25,run-54dbbca7,1771855118.916143,humaneval_no_security_no_verifier,always,0,,0,,3752,29.932999,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1809,1108,835,,15.413244,3.597925,10.772521,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/26,run-54dbbca7,1771855139.766459,humaneval_no_security_no_verifier,always,0,,0,,3133,20.807758,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1763,858,512,,14.146835,3.094997,3.455577,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/27,run-54dbbca7,1771855159.894596,humaneval_no_security_no_verifier,always,0,,0,,2399,20.086519,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1218,763,418,,12.605334,2.244904,5.102008,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/28,run-54dbbca7,1771855190.956234,humaneval_no_security_no_verifier,always,0,,0,,2513,31.015397,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1377,671,465,,18.214875,2.034077,10.544174,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/29,run-54dbbca7,1771855213.247329,humaneval_no_security_no_verifier,always,0,,0,,2971,22.22272,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1773,854,344,,14.755881,2.1334,5.163882,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/30,run-54dbbca7,1771855237.700341,humaneval_no_security_no_verifier,always,0,,0,,3054,24.408886,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1603,929,522,,13.757588,2.452467,8.041836,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/32,run-54dbbca7,1771855367.389552,humaneval_no_security_no_verifier,always,0,,0,,5217,128.004344,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1955,1073,2189,,18.30319,11.551377,98.021079,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/33,run-54dbbca7,1771855407.469333,humaneval_no_security_no_verifier,always,0,,0,,3910,40.043205,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1831,690,1389,,14.828693,3.962802,21.179588,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/34,run-54dbbca7,1771855430.925328,humaneval_no_security_no_verifier,always,0,,0,,2888,23.436681,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1752,780,356,,14.996778,2.697985,5.689035,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/35,run-54dbbca7,1771855455.171144,humaneval_no_security_no_verifier,always,0,,0,,2795,24.201842,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1636,829,330,,17.256654,1.650041,5.220875,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/36,run-54dbbca7,1771855492.317872,humaneval_no_security_no_verifier,always,0,,0,,3021,37.131926,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1758,431,832,,15.571294,2.119275,19.345381,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/37,run-54dbbca7,1771855521.683215,humaneval_no_security_no_verifier,always,0,,0,,3494,29.345733,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1802,739,953,,16.664742,3.756781,8.835408,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/38,run-54dbbca7,1771855613.027519,humaneval_no_security_no_verifier,always,0,,0,,4565,91.269305,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1685,1069,1811,,15.722852,4.026941,71.422334,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/39,run-54dbbca7,1771855644.94514,humaneval_no_security_no_verifier,always,0,,0,,3310,31.86222,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1774,615,921,,17.773013,3.697221,10.251991,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/40,run-54dbbca7,1771855683.152342,humaneval_no_security_no_verifier,always,0,,0,,4856,38.146727,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1843,1499,1514,,15.51765,5.631619,16.881351,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/41,run-54dbbca7,1771855703.674788,humaneval_no_security_no_verifier,always,0,,0,,2966,20.507339,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1618,961,387,,13.679847,2.485065,4.256479,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/42,run-54dbbca7,1771855731.199726,humaneval_no_security_no_verifier,always,0,,0,,2960,27.476896,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1601,889,470,,14.625052,2.231597,10.52972,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/43,run-54dbbca7,1771855770.93083,humaneval_no_security_no_verifier,always,0,,0,,3600,39.704377,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1859,946,795,,26.869439,3.371603,9.320994,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/44,run-54dbbca7,1771855796.694115,humaneval_no_security_no_verifier,always,0,,0,,3194,25.73666,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1616,881,697,,16.204849,2.145468,7.257999,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/45,run-54dbbca7,1771855817.591756,humaneval_no_security_no_verifier,always,0,,0,,2386,20.707377,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1387,696,303,,13.315248,1.788312,5.497376,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/46,run-54dbbca7,1771855847.325916,humaneval_no_security_no_verifier,always,0,,0,,3756,29.701355,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1853,1187,716,,15.741952,4.524082,9.34749,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/47,run-54dbbca7,1771855874.093045,humaneval_no_security_no_verifier,always,0,,0,,2790,26.747444,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1753,439,598,,17.028052,2.253192,7.396326,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/48,run-54dbbca7,1771855894.686877,humaneval_no_security_no_verifier,always,0,,0,,2467,20.556246,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1397,720,350,,12.895967,1.780177,5.819259,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/49,run-54dbbca7,1771855921.596069,humaneval_no_security_no_verifier,always,0,,0,,3154,26.892552,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1789,654,711,,17.832821,2.102142,6.873543,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/50,run-54dbbca7,1771855948.169914,humaneval_no_security_no_verifier,always,0,,0,,3022,26.558134,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1776,815,431,,18.58918,2.552432,5.335696,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/51,run-54dbbca7,1771855973.356412,humaneval_no_security_no_verifier,always,0,,0,,3448,25.172945,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1765,1158,525,,16.776601,3.832711,4.485915,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/52,run-54dbbca7,1771856001.892964,humaneval_no_security_no_verifier,always,0,,0,,3216,28.50602,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1621,930,665,,14.03736,3.515451,10.839022,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/53,run-54dbbca7,1771856038.945832,humaneval_no_security_no_verifier,always,0,,0,,2155,37.038701,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1235,624,296,,11.736864,23.41325,1.812034,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/54,run-54dbbca7,1771856067.016758,humaneval_no_security_no_verifier,always,0,,0,,3585,28.05423,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1711,981,893,,13.275742,2.704498,12.014594,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/55,run-54dbbca7,1771856089.724941,humaneval_no_security_no_verifier,always,0,,0,,2853,22.691002,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1641,847,365,,14.123039,2.028264,6.433481,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/56,run-54dbbca7,1771856166.93831,humaneval_no_security_no_verifier,always,0,,0,,4333,77.1978,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1765,721,1847,,15.890346,2.331168,58.909799,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/57,run-54dbbca7,1771856199.416127,humaneval_no_security_no_verifier,always,0,,0,,3467,32.462316,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1760,811,896,,17.65877,3.325642,11.419219,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/58,run-54dbbca7,1771856222.938403,humaneval_no_security_no_verifier,always,0,,0,,3055,23.51118,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1648,960,447,,16.204248,2.450677,4.785597,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/59,run-54dbbca7,1771856256.118395,humaneval_no_security_no_verifier,always,0,,0,,3282,33.167466,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1747,761,774,,17.447603,2.691032,12.941079,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/60,run-54dbbca7,1771856277.814447,humaneval_no_security_no_verifier,always,0,,0,,2936,21.678899,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1790,814,332,,15.056536,3.032056,3.539028,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/61,run-54dbbca7,1771856302.625522,humaneval_no_security_no_verifier,always,0,,0,,2904,24.795971,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1685,814,405,,16.692309,3.637937,4.41191,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/62,run-54dbbca7,1771856325.335078,humaneval_no_security_no_verifier,always,0,,0,,2693,22.693257,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1789,494,410,,16.716932,2.393122,3.532843,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/63,run-54dbbca7,1771856352.287088,humaneval_no_security_no_verifier,always,0,,0,,3622,26.93856,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1831,1110,681,,16.832594,4.296391,5.736933,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/64,run-54dbbca7,1771856396.268821,humaneval_no_security_no_verifier,always,0,,0,,4319,43.921751,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1806,1192,1321,,18.29821,8.638691,16.877024,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/65,run-54dbbca7,1771856429.041288,humaneval_no_security_no_verifier,always,0,,0,,3250,32.730074,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1768,662,820,,17.615705,3.484473,11.558295,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/66,run-54dbbca7,1771856460.545661,humaneval_no_security_no_verifier,always,0,,0,,3597,31.487322,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1752,918,927,,14.933426,3.278939,13.178153,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/67,run-54dbbca7,1771856490.237218,humaneval_no_security_no_verifier,always,0,,0,,3872,29.648125,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1912,1281,679,,19.679854,3.989099,5.882166,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/68,run-54dbbca7,1771856522.726935,humaneval_no_security_no_verifier,always,0,,0,,4792,32.443889,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,2010,1477,1305,,17.114846,4.814425,10.439109,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/69,run-54dbbca7,1771856561.698323,humaneval_no_security_no_verifier,always,0,,0,,6002,38.958344,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1843,1149,3010,,15.893022,3.306632,19.676214,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/70,run-54dbbca7,1771856594.393068,humaneval_no_security_no_verifier,always,0,,0,,4176,32.677728,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1810,1057,1309,,17.706855,3.138524,11.704204,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/71,run-54dbbca7,1771856626.902371,humaneval_no_security_no_verifier,always,0,,0,,3943,32.19331,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1804,906,1233,,15.119627,3.828005,13.081839,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/72,run-54dbbca7,1771856650.697557,humaneval_no_security_no_verifier,always,0,,0,,3867,23.77005,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1921,1274,672,,16.733694,3.268991,3.585929,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/73,run-54dbbca7,1771856675.905335,humaneval_no_security_no_verifier,always,0,,0,,3653,24.962843,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1835,975,843,,14.990945,3.178555,6.668603,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/74,run-54dbbca7,1771856713.776861,humaneval_no_security_no_verifier,always,0,,0,,4176,37.856015,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1879,1130,1167,,16.842834,3.509805,17.361652,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/75,run-54dbbca7,1771856764.259724,humaneval_no_security_no_verifier,always,0,,0,,3961,50.139127,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1760,701,1500,,17.451856,4.911853,27.569827,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/76,run-54dbbca7,1771856810.331728,humaneval_no_security_no_verifier,always,0,,0,,3977,46.052349,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1830,650,1497,,18.040795,3.697792,24.245389,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/77,run-54dbbca7,1771856853.22883,humaneval_no_security_no_verifier,always,0,,0,,4085,42.883683,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1670,1025,1390,,14.82099,3.888158,24.04097,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/78,run-54dbbca7,1771856882.825085,humaneval_no_security_no_verifier,always,0,,0,,4386,29.321628,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,2008,1369,1009,,14.211232,4.523595,10.433676,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/79,run-54dbbca7,1771856906.725181,humaneval_no_security_no_verifier,always,0,,0,,3185,23.860796,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1692,1009,484,,14.370293,3.54484,5.879066,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/80,run-54dbbca7,1771856932.509852,humaneval_no_security_no_verifier,always,0,,0,,3454,25.76541,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1800,1007,647,,14.871607,3.195465,7.624023,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/81,run-54dbbca7,1771856978.322948,humaneval_no_security_no_verifier,always,0,,0,,4492,45.794876,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1961,1102,1429,,15.469762,5.698563,24.562515,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/82,run-54dbbca7,1771857005.445525,humaneval_no_security_no_verifier,always,0,,0,,3426,27.103777,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1684,957,785,,14.436342,3.790629,8.811283,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/83,run-54dbbca7,1771857042.483884,humaneval_no_security_no_verifier,always,0,,0,,3380,37.025034,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1722,518,1140,,14.589094,4.694729,17.662583,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/84,run-54dbbca7,1771857066.765776,humaneval_no_security_no_verifier,always,0,,0,,3413,24.261634,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1799,957,657,,14.44854,3.208377,6.531345,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/85,run-54dbbca7,1771857095.618734,humaneval_no_security_no_verifier,always,0,,0,,3368,28.837025,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1705,950,713,,13.418034,2.204451,13.115657,,0,0,0,0,0,1,1,1,1,True,,
humaneval,agentic,HumanEval/86,run-54dbbca7,1771857148.643129,humaneval_no_security_no_verifier,always,0,,0,,4405,53.009949,,,google/gemini-3-pro-preview,anthropic/claude-sonnet-4.5,openai/gpt-5.1,,1814,947,1644,,15.898412,3.581227,33.442219,,0,0,0,0,0,1,1,1,1,True,,
